http://www.wikidata.org/entity/Q55917,Jarosław Kaczyński,76
http://www.wikidata.org/entity/Q57431,Tomislav Nikolić,71
http://www.wikidata.org/entity/Q57558,Islom Karimov,93
http://www.wikidata.org/entity/Q57798,Eduard I van Engeland,82
http://www.wikidata.org/entity/Q58077,Petro Poroshenko,119
http://www.wikidata.org/entity/Q36488,Guglielmo Marconi,121
http://www.wikidata.org/entity/Q36517,Francis Drake,117
http://www.wikidata.org/entity/Q170419,Carlos Slim,77
http://www.wikidata.org/entity/Q182031,Jack Kilby,72
http://www.wikidata.org/entity/Q312556,Jeff Bezos,98
http://www.wikidata.org/entity/Q46696,Theodosius I,89
http://www.wikidata.org/entity/Q47906,Hermann Göring,106
http://www.wikidata.org/entity/Q48231,Idi Amin,103
